ID;EMPRENDIMENTO;Bairro;Endereço;Nº da unidade;Área Privativa (m2);N˚ Dorms.;Nº Suítes;N˚ Vagas;Ano Const.;Observações;Valor Condomínio;Valor IPTU;Valor de venda (R$);Valor M2 (R$ / m2);Link das Fotos sem marca d´água
601251016-104;Casa;Jardim Leonor ;Doutor Rubens Maragliano, 172;x;352;5;3;4;1986;Maravilhosa casa no Jardim Leonor ;R$ 1.260,00;R$ 20.214,00;R$ 3.000.000,00;R$ 8.522,73;https://drive.google.com/drive/folders/1eeGttzs9aL1BhLgv76q9jrnhiqcUAsf_
601251030-14;Horiz Ibirapuera ;Jardim Paulista ;Manuel da Nóbrega, 1506;121;301;2;2;4;2023;Maravilhoso apartamento no Jardim Paulista ;R$ 3.119,00;R$ 41.583,00;R$ 15.950.000,00;R$ 52.990,03;https://drive.google.com/drive/folders/1WtAWxjaAECmL4K_GzZxL2GMmLD-wjqAv
601251165-165;Viva Benx ;Vila Olímpia ;Casa do Ator, 1100;1310;25;1;0;0;2021;Lindo apartamento na Vila Olímpia ;R$ 546,00;R$ 468,00;R$ 420.000,00;R$ 16.800,00;https://drive.google.com/drive/folders/1GUi5XUejn4NPDsmhXRxnhpnGfIvEz8Z6
601251154-8;Harpia;Vila Andrade;Dom Salomão Ferraz, 4;204;43;2;0;0;2014;Lindo apartamento na Vila Andrade;R$ 210,00;R$ 0,00;R$ 270.000,00;R$ 6.279,07;https://drive.google.com/drive/folders/1I2hth1RkkEIuAx1qwp3YuTcE-kL9HsWI
601251087-115;Liverpool;Vila Nova Conceição;Comendador Miguel Calfat, 183;11 B;54;2;0;1;1995;Ótimo apartamento na Vila Nova Conceição ;R$ 358,00;R$ 6.483,00;R$ 680.000,00;R$ 12.592,59;https://drive.google.com/drive/folders/1Fpp_Kvq-ALvGngRdZMg4Xbr-os4-LTKo
601251084-324;Tamarana;Paraíso ;Maria Figueiredo, 502;91;162;2;2;2;1978;Maravilhoso apartamento no Paraíso ;R$ 5.000,00;R$ 16.438,00;R$ 1.998.000,00;R$ 12.333,33;https://drive.google.com/drive/folders/1aSB_DRkhcNtCXnljfNfj8Nz1fH7FjmHn
601251086-381;Las Ventanas;Granja Julieta;Abilio Borin, 158;241;105;2;1;2;2014;Maravilhoso apartamento na Granja Julieta ;R$ 1.100,00;R$ 400,00;R$ 1.350.000,00;R$ 12.857,14;https://drive.google.com/drive/folders/18aIgcyP2WRPtx49vo8nnMytjmBA3koCk
601251086-382;Haus Mitre Brooklin;Brooklin;Professor Doutor José Marques da Cruz, 148;1109;63;2;1;0;2022;Maravilhoso apartamento no Brooklin ;R$ 910,00;R$ 155,00;R$ 990.000,00;R$ 15.714,29;https://drive.google.com/drive/folders/1khqMl5B51hFsQ75En6B1w6LZ2b_dtoID
601251084-325;Sport's Garden;Vila Mariana ;Rio Grande, 551;234 B;155;3;3;3;1998;Maravilhoso apartamento na Vila Mariana ;R$ 2.464,00;R$ 12.799,00;R$ 2.300.000,00;R$ 14.838,71;https://drive.google.com/drive/folders/1wkugX_k7BG8DSlfhk3N14QQ9bZfITZSD?usp=sharing
601251054-90;Via Condotti;Vila Olímpia;Casa do Ator, 764;82;115;3;1;2;1994;Maravilhoso apartamento na Vila Olímpia ;R$ 3.071,00;R$ 12.000,00;R$ 1.280.000,00;R$ 11.130,43;https://drive.google.com/drive/folders/1mKB_y1SYeSPJWzZk1nGN8ePvtmKWuw9d
601251016-113;Florence;Vila Andrade;José da Silva Ribeiro, 85;51;120;3;2;2;1994;Maravilhoso apartamento na Vila Andrade ;R$ 2.078,00;R$ 5.797,00;R$ 610.000,00;R$ 5.083,33;https://drive.google.com/drive/folders/1a7fqTNLG2Z3BrQY0TtWs2bolFUb_HWOW?usp=sharing
601251087-117;The Parker ;Aclimação ;Almeida Torres, 119;41;134;3;3;2;2013;Maravilhoso apartamento na Aclimação ;R$ 1.616,00;R$ 10.819,00;R$ 2.130.000,00;R$ 15.895,52;https://drive.google.com/drive/folders/1TAeAEUT5YtcyYecu9fvumNz3b8RkqQPg
601251165-179;Personality;Saúde ;Itaboraí, 424;81 E;84;3;1;2;2004;Maravilhoso apartamento na Saúde ;R$ 1.096,00;R$ 4.046,00;R$ 849.000,00;R$ 10.107,14;https://drive.google.com/drive/folders/1XR1xzhiNw6SmSty1ad456SQdKKwKOQnR
602011074-7;Villa Amalfi ;Paraíso do Morumbi;Leonardo Cerveira Varandas, 50;93 B7;236;3;2;3;2003;Maravilhoso apartamento no Paraíso do Morumbi ;R$ 3.040,00;R$ 12.575,00;R$ 1.890.000,00;R$ 8.008,47;https://drive.google.com/drive/folders/1irfl-70cx3_EWTBfPVBHaYHlMWFKuD8B
601251176-25;Acapulco;Chácara Inglesa;Jaci, 90;71 bloco B;59;1;1;1;1999;Maravilhoso apartamento na Chácara Inglesa ;R$ 889,00;R$ 627,00;R$ 580.000,00;R$ 9.830,51;https://drive.google.com/drive/folders/1MWO35EcxNGujaM_y2K_4NZCk6f1Kdwk1
601251038-37;Casa/sobrado;Chácara Monte Alegre ;Breves, 319;x;261;3;0;2;1975;Maravilhoso sobrado na Chácara Monte Alegre ;R$ 0,00;R$ 10.124,00;R$ 1.300.000,00;R$ 4.980,84;https://drive.google.com/drive/folders/1zK8XyQibrwOqgUgeOj3dyUsMtEwIQlrJ
601251084-231;VN Turiassu ;Perdizes ;Turiassu, 1473;512;17;1;0;0;2022;Lindo estúdio em Perdizes ;R$ 566,00;R$ 0,00;R$ 370.000,00;R$ 21.764,71;https://drive.google.com/drive/folders/1L1T7LdSgnov-fL6HZvxmMnC-HcH8-Pkr
601251084-230;VN Turiassu ;Perdizes ;Turiassu, 1473;510;17;1;0;0;2022;Lindo estúdio em Perdizes ;R$ 566,00;R$ 0,00;R$ 370.000,00;R$ 21.764,71;https://drive.google.com/drive/folders/1K6FTeSdLK83J4YF4ZFMhyL6xVQ4PPv7s
601331008-52;Maison Saint Paul;Vila Andrade ;Giovanni Gronchi, 4499;82;123;3;1;2;1983;Maravilhoso apartamento na Vila Andrade;R$ 1.790,79;R$ 3.214,78;R$ 499.990,00;R$ 4.064,96;https://drive.google.com/drive/folders/18OlHSJwmYyuRB3ngy0-AGyuy7DTY33P-
601251087-112;  Ile Saint Louis;Moema ;Arapanés, 1335;132;213;3;3;3;2026;Maravilhoso apartamento em Moema ;R$ 1,00;R$ 1,00;R$ 4.950.000,00;R$ 23.239,44;https://drive.google.com/drive/folders/1zGltyst1iVw6aCF6h-nv92-4BKhnGvf9
601181085-10;Villa da Vinci;Vila Guarani (Zona Sul);Leonardo da Vinci, 1520;54;72;1;1;1;1995;Ótimo apartamento na Vila Guarani (Zona Sul);R$ 1.319,00;R$ 220,00;R$ 435.000,00;R$ 6.041,67;https://drive.google.com/drive/folders/1W1nz5m0MJ8P8ItU7v8w4g6Yzo6E0lIch
601251257-50;Exalt Vila Marina ;Vila Clementino ;Borges Lagoa, 232;1201;50;1;1;0;2025;Ótimo apartamento na Vila Clementino ;R$ 11.706,00;R$ 1.395,00;R$ 835.000,00;R$ 16.700,00;https://drive.google.com/drive/folders/1ypOgwzuIu8EXAM5LSUCfBJ58C2XUsUHO
601251054-93;Venice ;Vila Nova Conceição;Ministro Jesuíno Cardoso, 81;82;180;3;3;4;2009;Maravilhoso apartamento na Vila Nova Conceição ;R$ 4.047,00;R$ 22.046,00;R$ 4.450.000,00;R$ 24.722,22;https://drive.google.com/drive/folders/1kS5cyMytTZws13HjkdBAH83pEi-lAdI2
601251054-92;Paço de Vila Nova ;Vila Nova Conceição;Bueno Brandão, 444;133 B ;95;2;1;1;1983;Maravilhoso apartamento na Vila Nova Conceição ;R$ 1.624,00;R$ 5.670,00;R$ 1.990.000,00;R$ 20.947,37;https://drive.google.com/drive/folders/1ls3NYm-RjsZUmaaUtZmJmPTOIWpOnjhj
601251165-144;Brasilia ;Consolação ;Angélica, 2121 ;106;58;1;0;0;1960;Ótimo apartamento na Consolação ;R$ 889,00;R$ 122,00;R$ 399.000,00;R$ 6.879,31;https://drive.google.com/drive/folders/1idq3aFC_0crp4GyIv-pre2zatXy2d_jZ
601181054-60;Pinheiros New Time ;Pinheiros ;Fradique Coutinho, 1443;82;127;2;1;2;1994;Ótimo apartamento em Pinheiros ;R$ 2.180,00;R$ 4.470,00;R$ 1.550.000,00;R$ 12.204,72;https://drive.google.com/drive/folders/1yX27KRHaYmJEBk8XSVUzFQriGguDQzvl
601251087-104;Indi 70 ;Moema;Indianópolis, 70;167;72;2;1;1;2022;Maravilhoso apartamento em Moema ;R$ 1.300,00;R$ 3.800,00;R$ 1.700.000,00;R$ 23.611,11;https://drive.google.com/drive/folders/1NebNgewbJ-l-BIXR1mkCiYgjthOlPAtG
601251018-122;Times Klabin;Chácara Klabin;Pedro Pomponazzi, 650;91;54;2;1;2;2017;Maravilhoso apartamento na Chácara Klabin ;R$ 1.270,00;R$ 4.676,00;R$ 830.000,00;R$ 15.370,37;https://drive.google.com/drive/folders/16SKSNg9tf0lAjSjVIojBuDkxeYFz0iR7
601251298-14;Sinésio ;Vila Madalena ;Ministro Sinésio Rocha, 837;168;37;1;0;1;2023;Maravilhoso apartamento na Vila Madalena ;R$ 649,00;R$ 0,00;R$ 645.000,00;R$ 17.432,43;https://drive.google.com/drive/folders/17R0b5lQ9bWzW-iTKKc2nNmPdQT3vqRLF
601181054-105;Cube Real Parque ;Real Parque ;Travessa Antônio Augusto Monteiro de Barros Neto, 60;casa 4;101;2;1;2;2019;Maravilhoso apartamento no Real Parque ;R$ 841,00;R$ 3.451,00;R$ 894.000,00;R$ 8.851,49;https://drive.google.com/drive/folders/1drazOSRYlJeTVhtQfZYdL7gwjbYEptHc
601251087-107;Villa Funchal Bay Apartaments ;Vila Olímpia ;São Tomé, 103;1904;209;3;3;2;2013;Maravilhoso apartamento na Vila Olímpia ;R$ 4.452,00;R$ 14.260,00;R$ 1.990.000,00;R$ 9.521,53;https://drive.google.com/drive/folders/1IxrfizGDqS4jR8ekGNs_IBNffVpqfuPq
601181047-50;Casa;Moema ;Jauaperi, 1838;x;190;3;1;1;1971;Casa maravilhosa em Moema ;R$ 0,00;R$ 8.303,00;R$ 1.750.000,00;R$ 9.210,53;https://drive.google.com/drive/folders/1X5hgdn1zijfh5tebl-WwH8bMWSYOEgCm
601181047-117;Casa;Jardim Guarau, 250;Reverendo Jorge Bertolaso Stella, 250;x;60;4;0;2;1988;Ótima casa no Jardim Guarau;R$ 0,00;R$ 0,00;R$ 450.000,00;R$ 7.500,00;https://drive.google.com/drive/folders/1nv-ReXT5smRIoZ5edNyEHKXetKxQpi-E
601181003-118; Converge Boulevard Office Mall;Água Branca;Clélia, 2208;609;35;0;0;0;2018;Ótima casa comercial na Água Branca ;R$ 600,00;R$ 350,00;R$ 360.000,00;R$ 10.285,71;https://drive.google.com/drive/folders/1_cyTpz4DV5C6CWcaaL7qUTAniFVdOJJV
601251256-21;You, Klabin;Vila Mariana ;Francisco de Vitória, 201;124;136;2;2;1;2018;Maravilhoso apartamento na Chácara Klabin ;R$ 1.654,00;R$ 6.631,00;R$ 2.050.000,00;R$ 15.073,53;https://drive.google.com/drive/folders/1Gim-3AUY6_aI91RMBR-Jg2v-2PCWbhid
601181054-109;Casa/sobrado;Jardim Itapoam - Santo André / SP;João Ribeiro de Barros, 56;sobrado;244;4;2;5;2006;Maravilhoso sobrado no Jardim Itapoam - Santo André / SP;R$ 0,00;R$ 1.823,00;R$ 698.000,00;R$ 2.860,66;https://drive.google.com/drive/folders/1pTYUi0b7lzPtXtWrcFZm1cw0DqSveqnt
601251054-107;Panorama ;Morro dos Ingleses ;Ingleses, 222;72;220;3;1;2;1975;Maravilhoso apartamento no Morro dos Ingleses ;R$ 3.385,00;R$ 7.530,00;R$ 1.490.000,00;R$ 6.772,73;https://drive.google.com/drive/folders/1jVU9326XBvOyXRx8Eti4t2pPXyMG-XyI
601251341-11;Vila Nova de Gaia ;Jardim Enseada - Guarujá;Dona Vitória Yunes Stefano, 485;32;150;3;3;2;2000;Maravilhoso apartamento na Enseada - Guarujá ;R$ 2.670,00;R$ 15.914,00;R$ 1.350.000,00;R$ 9.000,00;https://drive.google.com/drive/folders/11xtU7OtT5QoIagdkfrFZspB9sDKEjw2W
601251018-128;Domy Vila Mariana;Vila Mariana ;Doutor Nicolau de Sousa Queirós, 467;231 A;85;2;2;2;2021;Maravilhoso apartamento na Vila Mariana ;R$ 1.600,00;R$ 5.100,00;R$ 1.890.000,00;R$ 22.235,29;https://drive.google.com/drive/folders/1TOmczoEfsbt8JeGNv7emVh0CmJYdsmhM
601181054-90;Capote Valente ;Pinheiros ;Capote Valente, 493;41;65;2;1;1;1973;Maravilhoso apartamento em Pinheiros ;R$ 913,00;R$ 728,00;R$ 696.000,00;R$ 10.707,69;https://drive.google.com/drive/folders/1-csPzeCQx-OyXbM4MJzzbzGCRGlnOwUc
601251114-32;On Alvorada ;Vila Olímpia ;Alvorada, 183;802;26;1;0;0;2024;Lindo apartamento na Vila Olímpia ;R$ 1.073,00;R$ 85,00;R$ 475.000,00;R$ 18.269,23;https://drive.google.com/drive/folders/1D7SsoAl5N__VFaJ_czCy9Jccmu-5y7nD
 601181054-48;galpão comercial ;Centro de São Caetano do Sul ;Amazonas, 363;x;384;0;0;50;1979;Ótimo galpão comercial no Centro de São Caetano Sul ;R$ 0,00;R$ 34.641,00;R$ 4.800.000,00;R$ 12.500,00;https://drive.google.com/drive/folders/1px5nWtU3pUpD_BUwlTFl22J_on0-_ldt
601251014-10;Casa;Sacomã;Cristóforo Mantegazza, 134;x;126;3;0;2;;Maravilhosa casa no Sacomã ;R$ 0,00;R$ 65,00;R$ 590.000,00;R$ 4.682,54;https://drive.google.com/drive/folders/1On6B97JNBxMAiPxAbWQzkkAWMNBUiFuP
601251087-99;Jauaperi;Moema ;Jauaperi, 975;71;161;4;1;3;1981;Maravilhoso apartamento em Moema ;R$ 2.627,00;R$ 10.838,00;R$ 1.390.000,00;R$ 8.633,54;https://drive.google.com/drive/folders/1YHf6B7yWxtkT8Qo0TbYSiN8qGMKoz5gV
601251084-264;Nato Itaim ;Itaim Bibi ;Doutor Renato Paes de Barros, 735;36;35;1;0;0;2024;Ótimo estúdio no Itaim Bibi ;R$ 770,00;R$ 145,00;R$ 748.000,00;R$ 21.371,43;https://drive.google.com/drive/folders/18V3wgeXo2D1UwF14umsnHQNdbFg0hKK0
 601251030-13;Cuore;Moema ;Ministro Gabriel de Rezende Passos, 171;81;303;3;3;6;1999;Maravilhoso apartamento em Moema ;R$ 11.000,00;R$ 51.000,00;R$ 4.950.000,00;R$ 16.336,63;https://drive.google.com/drive/folders/1vD0GK709mgZcQp1KxFGJUig2UFuSNd8x
601331072-1;Dalia;Vila Mascote ;Doutor Abelardo Vergueiro César, 45;102;69;2;0;1;1991;Maravilhoso apartamento na Vila Mascote ;R$ 1.178,00;R$ 821,00;R$ 485.000,00;R$ 7.028,99;https://drive.google.com/drive/folders/1CJCH7urHpoI1V3ey8rJqQfdivKii5RZ_
601251044-75;Casa/sobrado;Jardim das Vertentes ;Benedito Branco de Abreu, 124;x;164;3;1;3;1998;Maravilhoso sobrado no Jardim das Vertentes ;R$ 0,00;R$ 2.497,00;R$ 595.000,00;R$ 3.628,05;https://drive.google.com/drive/folders/1nzlAC791gkVLNkhpfjTyJwOCXQ5-lKsA
601251165-181;Imperador;Campo Belo;Pascal, 605;1;73;2;0;1;1983;Ótimo apartamento no Campo Belo;R$ 1.309,00;R$ 565,00;R$ 699.000,00;R$ 9.575,34;https://drive.google.com/drive/folders/1IlNM4eznjniyNfY_59XDeAPcttaM4rm0
601251165-172;The Collection Vila Clementino ;Vila Mariana ;Marselhesa, 515;1619;36;1;0;0;2027;Ótimo apartamento na Vila Mariana;R$ 1,00;R$ 1,00;R$ 449.000,00;R$ 12.472,22;https://drive.google.com/drive/folders/16eBWk4_II20mMErDAzWEo_truAoajQJk
601251009-58; Arkadio Ez By Ott Brooklin;Brooklin;Santo Arcádio, 92;222;142;3;3;2;2026;Maravilhoso apartamento no Brooklin;R$ 1.975,00;R$ 1.957,00;R$ 2.390.000,00;R$ 16.830,99;https://drive.google.com/drive/folders/1NJ-R5L1zu6q-sv6Qu4vOXK6lZV7lFhGv
601251016-112;Ez Parque Da Cidade By Eztec;Chácara Santo Antônio (Zona Sul);Antônio de Oliveira, 805;142;162;3;3;3;2024;Maravilhoso apartamento na Chácara Santo Antônio (Zona Sul) ;R$ 2.754,00;R$ 3.491,00;R$ 3.095.000,00;R$ 19.104,94;https://drive.google.com/drive/folders/1qjTR7HAgWzAVpUkqImp-TMpNZGjli3R8
601251165-74;Casa comercial ;Cerâmica - São Caetano do Sul/SP; Arnaldo Sante Locoselle, 133;sobrado;867;0;0;0;1990;Maravilhosa casa comercial no Cerâmica em São Caetano do Sul/SP;R$ 0,00;R$ 19.000,00;R$ 2.380.000,00;R$ 2.745,10;https://drive.google.com/drive/folders/1j395uSEs6I2Gsdyb2wkTEGcwZzf2zGKr
601251165-147;Vie Vila Mariana ;Vila Mariana ;Humberto I, 769;22;71;2;1;2;2013;Ótimo apartamento na Vila Mariana ;R$ 1.456,00;R$ 4.800,00;R$ 999.000,00;R$ 14.070,42;https://drive.google.com/drive/folders/1PDDLAPG_z3AMAb59B7pOEb4lN9fbWGjs
601251084-228;ID Jauaperi ;Moema ;Jauaperi, 229 ;905;20;1;0;0;2022;Lindo estúdio em Moema ;R$ 299,00;R$ 0,00;R$ 425.000,00;R$ 21.250,00;https://drive.google.com/drive/folders/1Fb8HolVLvyH03HmM1IwgqFXL5sFv-GA_
601251165-178;Piazza San Pietro;Mooca;Marina Crespi, 118;51 B;85;3;1;2;2008;Ótimo apartamento na Mooca ;R$ 959,00;R$ 3.619,00;R$ 895.000,00;R$ 10.529,41;https://drive.google.com/drive/folders/1d2hJDbkn9PuMzxdbdXeqXR5zSuvVNyds
601251044-74;Casa;Vila Anhaguera - Itanhaém/SP;Ovidio Pimentel de Lima, 161;x;284;7;2;6;2011;Maravilhosa casa na Vila Anhaguera - Itanhaém/SP;R$ 0,00;R$ 8.067,00;R$ 1.050.000,00;R$ 3.697,18;https://drive.google.com/drive/folders/1LSJQ6WTdSlIuNdaJg8jOlPDzwoDN-lyx
601251009-52;Martinho;Vila Olímpia ;Santa Justina, 244;82;97;2;1;1;1977;Ótimo apartamento na Vila Olímpia ;R$ 1.663,00;R$ 3.783,00;R$ 1.150.000,00;R$ 11.855,67;https://drive.google.com/drive/folders/1fG97L-K1A67IXY25JGuA1iPwgmRzRxwv
601181054-76;Collection São Caetano ;Jardim São Caetano - São Caetano do Sul/SP;Justino Paixão, 555;71;122;2;2;3;2015;Maravilhoso apartamento no Jardim São Caetano - São Caetano do Sul/SP ;R$ 1.369,00;R$ 8.913,00;R$ 1.590.000,00;R$ 13.032,79;https://drive.google.com/drive/folders/1U92X24RowiY1hW-tH91Fxcn-49Kh2HXK
601251047-1027; Arkadio Ez By Ott Brooklin;Brooklin;Santo Arcádio, 92;231;180;3;3;3;2025;Maravilhoso apartamento no Brooklin ;R$ 0,00;R$ 0,00;R$ 3.300.000,00;R$ 18.333,33;https://drive.google.com/drive/folders/19VUOmmWogMXKvohBo_p1XbG8Bi1M8uDc
601251054-94;Andrea;Itaim Bibi ;Urussuí, 333;92;88;2;1;1;1984;Maravilhoso apartamento no Itaim Bibi ;R$ 1.427,00;R$ 4.029,00;R$ 1.150.000,00;R$ 13.068,18;https://drive.google.com/drive/folders/1D5oDGGCUs0Hz0goDp_YtoIhcuX8V2CVc
601251084-288; N.A.U. Vila Mariana By Cyrela;Vila Mariana ;Lins de Vasconcelos, 3399;1505;79;2;2;1;2025;Maravilhoso apartamento na Vila Mariana ;R$ 1.106,00;R$ 140,00;R$ 1.298.000,00;R$ 16.430,38;https://drive.google.com/drive/folders/1HicjW5L0m-c_mlPoxml43qQE1KKK_9Zp
601181054-100; Quality Suites Long Stay Vila Olímpia;Vila Olímpia ;Rua Alvorada, 1009;1205 A;48;2;0;1;2002;Lindo apartamento na Vila Olímpia ;R$ 1.500,00;R$ 4.344,00;R$ 980.000,00;R$ 20.416,67;https://drive.google.com/drive/folders/10_mnDQe85anK3YiJ3P-HQO56SenyFLby
601251165-133;Golden Palace;Vila Monumento ;Dom Mateus, 120;11;140;3;3;3;2008;Maravilhoso apartamento na Vila Monumento ;R$ 2.200,00;R$ 12.000,00;R$ 1.179.000,00;R$ 8.421,43;https://drive.google.com/drive/folders/1fAtXwlUUwRUrId4-SwAqv5GHifCvgIgQ
602011083-8;Blem Home Resort ;Belenzinho;Toledo Barbosa, 326;507;105;2;1;2;2021;Maravilhoso apartamento no Belenzinho;R$ 843,00;R$ 3.990,00;R$ 1.100.000,00;R$ 10.476,19;https://drive.google.com/drive/folders/1QeowLTzMrkYuTo2jb3N5vVcta5dDFqeS
601251039-80;Laplace;Brooklin;La Place, 96;31;130;0;0;0;2;Maravilhoso conjunto comercial no Brooklin;R$ 3.016,00;R$ 15.620,00;R$ 800.000,00;R$ 6.153,85;https://drive.google.com/drive/folders/1CYfJL-CJiwAxUXdcp2rt2BAC-XalibxT
601251039-82;Estoril;Pinheiros;Henrique Monteiro, 167;132;117;3;1;1;1976;Maravilhoso apartamento em Pinheiros ;R$ 2.030,00;R$ 6.074,00;R$ 1.190.000,00;R$ 10.170,94;https://drive.google.com/drive/folders/1csBOPLhBy2ts3XI9fq9KHR2LvGAiYDbR
601181054-101; Tangram Conceição by Tarjab;Vila Guarani (Zona Sul) ;Ibirajá, 244;406 T1;84;3;1;1;2022;Ótimo apartamento na Vila Guarani (Zona Sul) ;R$ 750,00;R$ 1.946,00;R$ 1.168.000,00;R$ 13.904,76;https://drive.google.com/drive/folders/169HdkjrLNQgfIuJFSZbROBJ5shXohuz4
601181054-102;Panorama ;Morro dos Ingleses ;Ingleses, 222;92;220;3;1;2;1969;Maravilhoso apartamento no Morro dos Ingleses;R$ 3.385,00;R$ 7.530,00;R$ 1.490.000,00;R$ 6.772,73;https://drive.google.com/drive/folders/1NFQkuQteaDIjPpf762Q8sX1o_ZolzLTI
601251165-149;Casa/sobrado;Vila Mariana ;Jorge Tibiriçá, 374;x;437;4;3;7;1995;Maravilhoso sobrado na Vila Mariana ;R$ 0,00;R$ 22.871,00;R$ 3.200.000,00;R$ 7.322,65;https://drive.google.com/drive/folders/1AgXaYNwUsOfrpQ2kekzuCj5lfaHiupeR
601251315-77;Helbor Carpe Diem Bosque Maia;Jardim Santa Mena - Guarulhos/SP;Terceiro Sargento Francisco Luiz Roberto Boening, 80;173;116;3;3;2;2015;Maravilhoso apartamento no Jardim Santa Mena - Guarulhos/SP;R$ 856,00;R$ 4.108,00;R$ 1.250.000,00;R$ 10.775,86;https://drive.google.com/drive/folders/1YS6cQpMNNlT1AjGgftvNtrDbdVRgcZHd
601251084-253;Casa ;Cambuci ;Lacerda Franco, 1433;casa ;150;4;0;2;1959;Maravilhosa casa no Cambuci ;R$ 0,00;R$ 4.342,00;R$ 910.000,00;R$ 6.066,67;https://drive.google.com/drive/folders/1umeUfBsnZoVBToFJZBC5ismInYWhDXQF
601251342-4;  Maison Tourraine Loire;Moema ;Arapanés, 725;124 B;80;2;0;2;1977;Maravilhoso apartamento em Moema;R$ 1.400,00;R$ 2.480,00;R$ 990.000,00;R$ 12.375,00;https://drive.google.com/drive/folders/1PxJKFuipNJh1QNOq4ufQJHP7Hdo0vbp-
601251154-4;Loose in Vila Nova;Vila Nova Conceição;Coronel Artur de Paula Ferreira, 95;83;36;1;0;1;2026;Ótimo apartamento na Vila Nova Conceição ;R$ 1.111,00;R$ 3.100,00;R$ 595.000,00;R$ 16.527,78;https://drive.google.com/drive/folders/1TViPfIcw33DzZqHL62BKdf4jziVLC1ZH
601251084-286; N.A.U. Vila Mariana By Cyrela;Vila Mariana ;Lins de Vasconcelos, 3399;401;66;2;1;1;2025;Maravilhoso apartamento na Vila Mariana ;R$ 1.106,00;R$ 140,00;R$ 1.098.000,00;R$ 16.636,36;https://drive.google.com/drive/folders/18AaXamFpOPS-C9Mybet-LudgNpK6d9re
601251084-287;N.A.U. Vila Mariana By Cyrela;Vila Mariana ;Lins de Vasconcelos, 3399;1502;79;2;2;1;2025;Maravilhoso apartamento na Vila Mariana ;R$ 1.106,00;R$ 140,00;R$ 1.298.000,00;R$ 16.430,38;https://drive.google.com/drive/folders/1DtzyV1N-piTTGiB1iY5-aFllnXXoJ8kH
601181054-89;Villa Vernazza;Fundação - São Caetano do Sul/SP;Rio Branco, 283;93;67;2;1;2;2012;Ótimo apartamento no bairro Fundação em São Caetano do Sul/SP;R$ 550,00;R$ 1.427,00;R$ 606.000,00;R$ 9.044,78;https://drive.google.com/drive/folders/1RKsXa6mFxjaqdbSH4N7i9Cqs33T0vtFB
601251043-95;Casa;Jardim Prudência;Manuel José Gomes, 163;x;219;4;1;2;1982;Maravilhosa casa no Jardim Prudência;R$ 0,00;R$ 14.530,00;R$ 1.700.000,00;R$ 7.762,56;https://drive.google.com/drive/folders/1LqJYFqtmB3bQkkvVKM1jLScnVyMuWjHX
601251054-89;Castel Firenze;Campo Belo ;República do Iraque, 1124;101;174;4;3;3;1989;Ótimo apartamento no Campo Belo ;R$ 3.900,00;R$ 17.519,00;R$ 1.980.000,00;R$ 11.379,31;https://drive.google.com/drive/folders/1_wq9GpnxVCH49os64hiJebs5xt5YidJD
601181102-5;Casa/sobrado;Sumaré;Apinajés, 1607;x;190;4;2;4;1979;Maravilhoso sobrado no Sumaré ;R$ 0,00;R$ 8.540,00;R$ 1.698.000,00;R$ 8.936,84;https://drive.google.com/drive/folders/18D3QbJz7MaHFjOXZIsbg085KUZJjEB39
601251039-84;Lua de Setim;Vila Mascote;Damaceno Vieira, 800;164;90;3;1;2;1990;Ótimo apartamento na Vila Mascote ;R$ 1.430,00;R$ 0,00;R$ 830.000,00;R$ 9.222,22;https://drive.google.com/drive/folders/1nZncvI9AQFKeUAG6xjXGwXaCDa27kKXi
601181054-98;Villa da Vinci ;Vila Guarani (Zona Sul);Leonardo da Vinci, 1520 ;106;72;2;1;1;2016;Maravilhoso apartamento na Vila Guarani (Zona Sul) ;R$ 1.150,00;R$ 265,00;R$ 410.000,00;R$ 5.694,44;https://drive.google.com/drive/folders/1ML2zB7yy1ld-1h5GTBZVpyvRVWcN7H8Y
601181054-97;Gran Village Club ;Vila Vermelha ;Padre Arlindo Vieira, 214;125 B ;69;2;1;1;2012;Maravilhoso apartamento na Vila Vermelha ;R$ 1.001,00;R$ 0,00;R$ 729.000,00;R$ 10.565,22;https://drive.google.com/drive/folders/1gL-nhZvtOwaa_H7-j0vyHyG4yQntFOcn?usp=sharing
601251165-168;Living Alto do Ipiranga ;Alto do Ipiranga ;Salvador Simões, 596;103;72;2;0;1;2024;Ótimo apartamento no Alto do Ipiranga ;R$ 919,00;R$ 266,00;R$ 879.000,00;R$ 12.208,33;https://drive.google.com/drive/folders/1Gd9qGX84pldwzX8za1hxgaNfsCViqd6s
601181054-87;Casa ;Rudge Ramos - São Bernardo do Campo/SP ;Conde Siciliano, 360;x;291;3;2;6;1970;Maravilhosa casa no Rudge Ramos - São Bernardo do Campo/SP;R$ 0,00;R$ 4.273,08;R$ 900.000,00;R$ 3.092,78;https://drive.google.com/drive/folders/1sMcLtwgU6pGRhDlcJSrcNF1GrpRZoVpa
601251165-148;Sara;Bela Vista ;Santo Amarao, 455;11;150;2;0;0;1970;Maravilhoso apartamento na Bela Vista ;R$ 2.088,00;R$ 943,00;R$ 599.000,00;R$ 3.993,33;https://drive.google.com/drive/folders/1Pg4Z33xQMzwk3ccc1dnMqCIjAB5JxPeY
